gkz,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,GRÜNE,NEOS,PILZ,GILT,FLÖ,KPÖ,WEIßE,SLP,EUAUS,M,CPÖ,NBZ,ODP
G50200,Hallein,43433,31625,396,31229,6964,12233,7562,1052,1691,1034,260,149,174,110,,,,,,
G50201,Abtenau,4461,3455,61,3394,729,1668,696,46,140,68,24,15,2,6,,,,,,
G50202,Adnet,2833,2182,34,2148,400,975,475,48,123,69,11,13,12,22,,,,,,
G50203,Annaberg-Lungötz,1695,1370,23,1347,269,678,310,10,36,22,7,6,6,3,,,,,,
G50204,Golling an der Salzach,3072,2236,26,2210,518,783,526,77,150,83,24,27,14,8,,,,,,
G50205,Hallein,14023,9508,107,9401,2624,2589,2615,411,570,367,95,38,69,23,,,,,,
G50206,Krispl,702,579,5,574,86,289,160,9,15,1,7,0,2,5,,,,,,
G50207,Kuchl,5404,3957,38,3919,704,1763,855,165,204,148,26,12,21,21,,,,,,
G50208,Oberalm,3186,2286,21,2265,503,832,508,124,136,108,21,15,16,2,,,,,,
G50209,Puch bei Hallein,3430,2407,28,2379,542,903,537,97,157,90,15,8,22,8,,,,,,
G50210,Rußbach am Paß Gschütt,639,494,7,487,135,217,106,5,13,2,5,2,2,0,,,,,,
G50211,Sankt Koloman,1318,1068,22,1046,106,598,246,9,49,21,7,4,3,3,,,,,,
G50212,Scheffau am Tennengebirge,1087,839,7,832,124,421,209,14,32,15,9,5,0,3,,,,,,
G50213,Bad Vigaun,1583,1244,17,1227,224,517,319,37,66,40,9,4,5,6,,,,,,
G50299,Wahlkarten - Hallein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G50300,Salzburg-Umgebung,113627,81901,939,80962,15139,32557,21007,2995,4755,2737,847,337,411,177,,,,,,
G50301,Anif,3078,2128,16,2112,397,885,445,103,162,85,13,9,10,3,,,,,,
G50302,Anthering,2815,2176,27,2149,331,983,478,105,118,80,27,12,8,7,,,,,,
G50303,Bergheim,3987,2867,28,2839,497,1205,653,125,191,110,21,11,20,6,,,,,,
G50304,Berndorf bei Salzburg,1380,1021,9,1012,172,428,291,33,48,22,5,5,2,6,,,,,,
G50305,Bürmoos,3626,2641,41,2600,935,506,805,93,99,91,26,18,20,7,,,,,,
G50306,Dorfbeuern,1197,905,18,887,130,411,245,19,61,13,1,3,1,3,,,,,,
G50307,Ebenau,1113,849,13,836,115,416,205,26,41,21,2,4,5,1,,,,,,
G50308,Elixhausen,2299,1681,16,1665,324,721,348,62,103,73,15,10,5,4,,,,,,
G50309,Elsbethen,4205,3024,26,2998,527,1321,598,164,205,120,27,3,24,9,,,,,,
G50310,Eugendorf,5253,3842,34,3808,631,1609,992,128,243,109,56,15,20,5,,,,,,
G50311,Faistenau,2400,1790,23,1767,210,756,621,34,63,32,33,9,8,1,,,,,,
G50312,Fuschl am See,1057,761,4,757,98,385,173,20,39,31,9,1,1,0,,,,,,
G50313,Göming,605,508,7,501,68,282,89,16,29,12,1,3,1,0,,,,,,
G50314,Grödig,5129,3565,37,3528,1018,1112,884,120,192,129,26,17,23,7,,,,,,
G50315,Großgmain,1841,1244,11,1233,194,449,376,51,85,58,8,8,2,2,,,,,,
G50316,Hallwang,3220,2265,24,2241,448,894,535,81,126,105,23,11,16,2,,,,,,
G50317,Henndorf am Wallersee,3793,2730,28,2702,552,1037,756,79,153,64,23,18,13,7,,,,,,
G50318,Hintersee,357,289,6,283,47,136,77,1,15,2,2,1,0,2,,,,,,
G50319,Hof bei Salzburg,2709,1908,20,1888,327,777,466,80,121,66,34,7,4,6,,,,,,
G50320,Köstendorf,2042,1466,18,1448,244,656,365,41,65,48,19,6,3,1,,,,,,
G50321,Koppl,2646,1965,25,1940,349,811,425,64,162,88,18,7,9,7,,,,,,
G50322,Lamprechtshausen,2934,2148,25,2123,375,840,593,72,126,80,17,6,9,5,,,,,,
G50323,Mattsee,2474,1734,15,1719,267,788,338,78,141,54,37,4,7,5,,,,,,
G50324,Neumarkt am Wallersee,4546,3052,48,3004,632,964,909,119,181,110,45,18,15,11,,,,,,
G50325,Nußdorf am Haunsberg,1870,1390,16,1374,218,625,338,52,73,35,17,10,4,2,,,,,,
G50326,Oberndorf bei Salzburg,4077,2776,25,2751,707,909,700,132,131,101,30,10,26,5,,,,,,
G50327,Obertrum am See,3668,2730,20,2710,389,1264,617,89,190,98,29,8,21,5,,,,,,
G50328,Plainfeld,975,739,7,732,104,359,188,14,27,27,7,3,1,2,,,,,,
G50329,Sankt Georgen bei Salzburg,2357,1835,28,1807,314,743,501,72,88,42,22,6,16,3,,,,,,
G50330,Sankt Gilgen,2905,1895,18,1877,354,769,481,48,118,75,12,6,9,5,,,,,,
G50331,Schleedorf,811,642,8,634,84,287,199,16,25,13,9,1,0,0,,,,,,
G50332,Seeham,1492,1039,17,1022,140,474,252,43,58,36,9,1,6,3,,,,,,
G50335,Straßwalchen,5446,4099,76,4023,715,1532,1294,96,196,94,47,22,19,8,,,,,,
G50336,Strobl,2853,2019,35,1984,433,844,429,66,114,59,25,8,5,1,,,,,,
G50337,Thalgau,4572,3292,35,3257,489,1360,964,108,184,98,29,9,11,5,,,,,,
G50338,Wals-Siezenheim,9998,7135,77,7058,1269,2916,1846,239,399,241,62,31,38,17,,,,,,
G50339,Seekirchen am Wallersee,7897,5751,58,5693,1035,2103,1531,306,383,215,61,16,29,14,,,,,,
G50399,Wahlkarten - Salzburg-Umgebung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G50400,Sankt Johann im Pongau,58311,41916,481,41435,9451,16332,11734,660,1721,847,216,301,95,78,,,,,,
G50401,Altenmarkt im Pongau,3016,2105,26,2079,284,971,554,43,145,51,14,7,6,4,,,,,,
G50402,Bad Hofgastein,5007,3472,29,3443,890,1266,967,41,142,78,20,25,7,7,,,,,,
G50403,Bad Gastein,2774,1827,33,1794,462,566,597,12,74,47,18,11,7,0,,,,,,
G50404,Bischofshofen,7508,5172,64,5108,1745,1466,1440,72,189,119,21,27,16,13,,,,,,
G50405,Dorfgastein,1301,997,18,979,218,401,282,13,40,12,3,7,0,3,,,,,,
G50406,Eben im Pongau,1696,1352,16,1336,190,590,448,21,53,15,9,6,3,1,,,,,,
G50407,Filzmoos,1009,765,8,757,54,439,202,6,33,10,7,3,2,1,,,,,,
G50408,Flachau,2093,1572,14,1558,158,771,477,26,74,26,8,15,2,1,,,,,,
G50409,Forstau,421,323,3,320,52,160,92,5,6,3,2,0,0,0,,,,,,
G50410,Goldegg,1957,1492,19,1473,260,586,428,37,87,46,7,13,2,7,,,,,,
G50411,Großarl,2888,2157,27,2130,420,1148,435,24,65,22,5,8,1,2,,,,,,
G50412,Hüttau,1078,804,10,794,164,290,295,8,22,10,2,1,2,0,,,,,,
G50413,Hüttschlag,710,570,9,561,105,325,103,8,14,2,1,1,1,1,,,,,,
G50414,Kleinarl,602,459,4,455,59,248,115,2,13,9,6,2,1,0,,,,,,
G50415,Mühlbach am Hochkönig,1133,804,11,793,283,258,203,10,15,11,2,8,1,2,,,,,,
G50416,Pfarrwerfen,1762,1252,6,1246,210,591,335,13,46,24,9,10,2,6,,,,,,
G50417,Radstadt,3361,2348,27,2321,441,954,716,41,94,48,10,13,2,2,,,,,,
G50418,Sankt Johann im Pongau,7846,5579,42,5537,1204,2113,1584,132,259,152,32,40,15,6,,,,,,
G50419,Sankt Martin am Tennengebirge,1232,955,19,936,194,436,247,6,29,14,5,3,1,1,,,,,,
G50420,Sankt Veit im Pongau,2911,2230,25,2205,529,876,528,46,111,35,8,55,7,10,,,,,,
G50421,Schwarzach im Pongau,2502,1769,30,1739,792,387,383,41,54,40,6,26,8,2,,,,,,
G50422,Untertauern,321,171,1,170,16,98,47,2,4,1,2,0,0,0,,,,,,
G50423,Wagrain,2221,1621,23,1598,234,707,544,17,58,17,7,5,3,6,,,,,,
G50424,Werfen,2255,1578,11,1567,436,475,488,25,70,42,10,13,6,2,,,,,,
G50425,Werfenweng,707,542,6,536,51,210,224,9,24,13,2,2,0,1,,,,,,
G50499,Wahlkarten - Sankt Johann im Pongau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G50500,Tamsweg,16222,11125,106,11019,2047,4325,3751,160,387,199,35,70,24,21,,,,,,
G50501,Göriach,293,223,2,221,46,103,55,4,10,0,1,1,1,0,,,,,,
G50502,Lessach,455,301,3,298,33,138,99,4,12,9,1,1,1,0,,,,,,
G50503,Mariapfarr,1911,1271,8,1263,274,490,366,18,73,31,3,3,2,3,,,,,,
G50504,Mauterndorf,1282,899,10,889,151,394,254,18,35,24,4,4,2,3,,,,,,
G50505,Muhr,435,331,5,326,56,119,137,0,5,1,0,6,2,0,,,,,,
G50506,Ramingstein,909,647,11,636,176,201,227,2,15,6,2,5,2,0,,,,,,
G50507,Sankt Andrä im Lungau,624,428,4,424,74,185,139,5,10,7,1,1,1,1,,,,,,
G50508,Sankt Margarethen im Lungau,563,413,4,409,93,154,131,8,14,4,2,1,2,0,,,,,,
G50509,Sankt Michael im Lungau,2740,1931,16,1915,385,665,710,24,68,38,7,10,4,4,,,,,,
G50510,Tamsweg,4559,2879,27,2852,506,1095,984,58,104,64,9,18,6,8,,,,,,
G50511,Thomatal,265,208,0,208,34,68,90,6,7,3,0,0,0,0,,,,,,
G50512,Tweng,179,93,0,93,13,41,32,1,5,0,1,0,0,0,,,,,,
G50513,Unternberg,796,572,5,567,97,233,194,4,22,4,3,8,1,1,,,,,,
G50514,Weißpriach,245,197,3,194,43,85,61,1,3,1,0,0,0,0,,,,,,
G50515,Zederhaus,966,732,8,724,66,354,272,7,4,7,1,12,0,1,,,,,,
G50599,Wahlkarten - Tamsweg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G50600,Zell am See,64216,44869,604,44265,9883,17276,12147,849,1893,1023,299,713,111,71,,,,,,
G50601,Bramberg am Wildkogel,3171,2244,37,2207,507,872,640,40,79,36,11,17,3,2,,,,,,
G50602,Bruck an der Großglocknerstraße,3432,2408,24,2384,579,842,703,50,86,68,13,38,4,1,,,,,,
G50603,Dienten am Hochkönig,610,460,4,456,112,190,109,3,28,4,2,7,1,0,,,,,,
G50604,Fusch an der Großglocknerstraße,524,380,9,371,48,188,101,7,13,9,0,1,1,3,,,,,,
G50605,Hollersbach im Pinzgau,940,723,10,713,156,332,176,10,20,12,1,2,1,3,,,,,,
G50606,Kaprun,2157,1505,21,1484,429,491,352,27,82,49,13,38,2,1,,,,,,
G50607,Krimml,637,444,14,430,97,190,105,4,14,8,3,5,3,1,,,,,,
G50608,Lend,1065,784,10,774,247,245,226,9,18,15,1,10,2,1,,,,,,
G50609,Leogang,2421,1827,25,1802,463,836,321,28,85,28,10,25,4,2,,,,,,
G50610,Lofer,1529,1107,12,1095,156,537,269,32,53,26,12,6,3,1,,,,,,
G50611,Maishofen,2600,1764,18,1746,342,746,419,31,93,47,13,49,3,3,,,,,,
G50612,Maria Alm am Steinernen Meer,1618,1125,15,1110,154,535,304,13,67,22,7,8,0,0,,,,,,
G50613,Mittersill,3877,2771,38,2733,569,1004,898,45,96,58,13,36,7,7,,,,,,
G50614,Neukirchen am Großvenediger,2040,1319,30,1289,295,519,363,17,51,26,6,6,5,1,,,,,,
G50615,Niedernsill,2110,1557,15,1542,317,574,460,26,74,21,12,53,1,4,,,,,,
G50616,Piesendorf,2829,1920,38,1882,326,796,510,32,112,36,12,42,12,4,,,,,,
G50617,Rauris,2433,1688,22,1666,271,751,505,24,58,28,2,22,2,3,,,,,,
G50618,Saalbach-Hinterglemm,2045,1392,21,1371,147,709,288,11,48,22,11,131,2,2,,,,,,
G50619,Saalfelden am Steinernen Meer,12018,8370,100,8270,2213,2784,2202,236,385,253,68,86,30,13,,,,,,
G50620,Sankt Martin bei Lofer,864,617,6,611,127,278,127,14,37,12,8,4,2,2,,,,,,
G50621,Stuhlfelden,1287,1010,14,996,203,343,367,15,28,12,8,17,1,2,,,,,,
G50622,Taxenbach,2141,1536,19,1517,336,594,486,15,44,27,6,7,1,1,,,,,,
G50623,Unken,1431,1091,10,1081,163,437,365,22,45,22,11,11,4,1,,,,,,
G50624,Uttendorf,2306,1619,25,1594,463,513,458,22,53,43,13,20,4,5,,,,,,
G50625,Viehhofen,450,295,2,293,38,119,101,3,12,5,2,11,2,0,,,,,,
G50626,Wald im Pinzgau,879,601,10,591,113,254,177,6,19,11,5,4,2,0,,,,,,
G50627,Weißbach bei Lofer,313,234,9,225,34,113,63,2,9,2,0,0,1,1,,,,,,
G50628,Zell am See,6489,4078,46,4032,978,1484,1052,105,184,121,36,57,8,7,,,,,,
G50699,Wahlkarten - Zell am See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G60000,Steiermark,969653,642094,5171,636923,158008,199448,197423,15365,29453,23154,5006,1541,6614,911,,,,,,
G60099,Wahlkarten - Steiermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G6A000,Graz und Umgebung,317689,200853,1276,199577,51988,56237,50778,8894,13996,11549,1763,304,3812,256,,,,,,
G6A099,Wahlkarten - Graz und Umgebung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G6B000,Oststeiermark,217696,155267,1459,153808,26667,60002,52536,2661,5772,3598,1203,439,693,237,,,,,,
G6B099,Wahlkarten - Oststeiermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G6C000,Weststeiermark,159147,107236,917,106319,24442,33744,38435,1504,3839,2575,739,293,593,155,,,,,,
G6C099,Wahlkarten - Weststeiermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G6D000,Obersteiermark,275121,178738,1519,177219,54911,49465,55674,2306,5846,5432,1301,505,1516,263,,,,,,
G6D099,Wahlkarten - Obersteiermark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G60100,Graz(Stadt),197958,120375,704,119671,33017,31647,25260,6932,9763,8507,1096,156,3145,148,,,,,,
G60101,Graz,197958,120375,704,119671,33017,31647,25260,6932,9763,8507,1096,156,3145,148,,,,,,
G60199,Wahlkarten - Graz(Stadt),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G60300,Deutschlandsberg,50288,33125,318,32807,7640,10688,11342,481,1275,844,238,81,165,53,,,,,,
G60305,Frauental an der Laßnitz,2384,1540,28,1512,567,383,428,17,65,39,3,2,6,2,,,,,,
G60318,Lannach,2803,1772,12,1760,328,601,612,29,104,52,19,4,6,5,,,,,,
G60323,Pölfing-Brunn,1401,939,11,928,295,258,321,8,22,15,4,0,4,1,,,,,,
G60324,Preding,1465,952,10,942,247,269,350,12,23,22,11,0,7,1,,,,,,
G60326,Sankt Josef (Weststeiermark),1253,947,12,935,208,330,275,24,41,36,9,3,8,1,,,,,,
G60329,Sankt Peter im Sulmtal,1092,747,7,740,135,273,275,13,22,15,3,1,3,0,,,,,,
G60341,Wettmannstätten,1324,945,12,933,173,357,340,6,24,19,6,3,3,2,,,,,,
G60344,Deutschlandsberg,9361,5628,51,5577,1689,1531,1657,97,283,191,49,13,60,7,,,,,,
G60345,Eibiswald,5499,3563,31,3532,767,1155,1354,36,97,73,20,17,8,5,,,,,,
G60346,Groß Sankt Florian,3464,2327,22,2305,438,884,783,38,86,49,14,0,5,8,,,,,,
G60347,Sankt Martin im Sulmtal,2598,1912,14,1898,360,738,668,22,59,28,9,9,2,3,,,,,,
G60348,Sankt Stefan ob Stainz,2988,2147,15,2132,368,740,791,26,89,66,18,14,16,4,,,,,,
G60349,Schwanberg,3859,2645,23,2622,685,800,917,40,76,64,23,4,9,4,,,,,,
G60350,Stainz,7128,4664,52,4612,836,1594,1650,92,222,138,38,9,25,8,,,,,,
G60351,Wies,3669,2397,18,2379,544,775,921,21,62,37,12,2,3,2,,,,,,
G60399,Wahlkarten - Deutschlandsberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G60600,Graz-Umgebung,119731,80478,572,79906,18971,24590,25518,1962,4233,3042,667,148,667,108,,,,,,
G60608,Feldkirchen bei Graz,4476,2882,26,2856,660,824,1059,49,115,79,25,8,34,3,,,,,,
G60611,Gössendorf,3062,2067,13,2054,465,583,786,27,94,64,11,4,20,0,,,,,,
G60613,Gratkorn,6181,4114,35,4079,1222,848,1533,69,180,121,50,9,38,9,,,,,,
G60617,Hart bei Graz,3923,2513,4,2509,621,749,599,100,218,168,19,5,29,1,,,,,,
G60618,Haselsdorf-Tobelbad,1144,738,5,733,220,200,216,6,35,36,16,0,4,0,,,,,,
G60619,Hausmannstätten,2476,1682,9,1673,367,602,447,46,113,63,15,3,13,4,,,,,,
G60623,Kainbach bei Graz,2324,1345,18,1327,294,496,257,59,92,82,13,5,22,7,,,,,,
G60624,Kalsdorf bei Graz,4948,3047,22,3025,797,791,1127,48,122,77,21,11,28,3,,,,,,
G60626,Kumberg,3073,2040,11,2029,396,702,541,107,141,102,22,0,17,1,,,,,,
G60628,Laßnitzhöhe,2234,1472,15,1457,322,489,363,81,100,74,16,3,7,2,,,,,,
G60629,Lieboch,4013,2572,17,2555,620,687,893,62,138,99,24,5,26,1,,,,,,
G60632,Peggau,1719,1187,9,1178,310,276,474,17,43,35,12,2,7,2,,,,,,
G60639,Sankt Bartholomä,1155,834,8,826,142,320,272,12,37,31,7,2,3,0,,,,,,
G60641,Sankt Oswald bei Plankenwarth,1032,670,5,665,214,213,187,7,13,23,4,0,4,0,,,,,,
G60642,Sankt Radegund bei Graz,1797,1139,12,1127,260,386,249,54,74,68,13,4,18,1,,,,,,
G60645,Semriach,2598,1781,18,1763,248,668,687,25,70,41,6,6,11,1,,,,,,
G60646,Stattegg,2319,1547,5,1542,374,510,317,78,116,98,22,2,22,3,,,,,,
G60647,Stiwoll,608,424,2,422,93,172,128,1,16,9,0,0,3,0,,,,,,
G60648,Thal,1779,1249,5,1244,312,425,316,29,73,67,10,1,8,3,,,,,,
G60651,Übelbach,1686,1116,4,1112,302,360,349,20,37,24,12,1,4,3,,,,,,
G60653,Vasoldsberg,3655,2412,18,2394,424,724,909,58,148,99,12,3,14,3,,,,,,
G60654,Weinitzen,2121,1388,5,1383,295,497,386,50,72,58,12,1,10,2,,,,,,
G60655,Werndorf,1795,1256,10,1246,368,321,457,8,44,26,4,4,11,3,,,,,,
G60656,Wundschuh,1236,934,2,932,134,433,259,24,37,28,7,1,7,2,,,,,,
G60659,Deutschfeistritz,3356,2319,26,2293,563,644,849,43,73,72,18,7,20,4,,,,,,
G60660,Dobl-Zwaring,2716,1867,14,1853,223,787,651,20,86,49,19,5,10,3,,,,,,
G60661,Eggersdorf bei Graz,5258,3579,31,3548,684,1207,1137,85,197,157,34,6,31,10,,,,,,
G60662,Fernitz-Mellach,3871,2717,21,2696,574,894,893,59,146,81,24,5,17,3,,,,,,
G60663,Frohnleiten,5528,3780,25,3755,1176,1063,1080,72,188,119,27,7,19,4,,,,,,
G60664,Gratwein-Straßengel,10353,7274,49,7225,2206,1671,2266,210,405,322,52,10,74,9,,,,,,
G60665,Hitzendorf,5769,3959,21,3938,866,1351,1291,86,168,114,27,4,28,3,,,,,,
G60666,Nestelbach bei Graz,2188,1431,10,1421,259,531,465,30,78,43,6,3,6,0,,,,,,
G60667,Raaba-Grambach,3299,2272,11,2261,542,788,573,65,142,113,19,4,13,2,,,,,,
G60668,Sankt Marein bei Graz,2990,2055,19,2036,309,788,681,53,94,77,16,4,12,2,,,,,,
G60669,Seiersberg-Pirka,8400,5832,50,5782,1505,1652,1786,143,356,227,46,9,50,8,,,,,,
G60670,Premstätten,4649,2984,17,2967,604,938,1035,59,172,96,26,4,27,6,,,,,,
G60699,Wahlkarten - Graz-Umgebung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G61000,Leibnitz,65759,44216,344,43872,8929,15267,15934,666,1493,904,310,138,173,58,,,,,,
G61001,Allerheiligen bei Wildon,1198,810,6,804,129,355,236,20,30,20,9,2,2,1,,,,,,
G61002,Arnfels,828,516,2,514,97,208,175,10,14,4,5,0,1,0,,,,,,
G61007,Empersdorf,1126,853,7,846,132,311,302,13,34,23,15,4,11,1,,,,,,
G61008,Gabersdorf,953,686,11,675,90,277,257,11,20,12,3,1,3,1,,,,,,
G61012,Gralla,1797,1238,5,1233,370,276,511,12,33,20,7,1,2,1,,,,,,
G61013,Großklein,1884,1351,7,1344,211,475,542,31,42,21,7,5,7,3,,,,,,
G61016,Heimschuh,1633,1166,10,1156,205,427,445,10,37,21,3,3,2,3,,,,,,
G61017,Hengsberg,1158,818,7,811,181,265,288,9,34,20,11,2,0,1,,,,,,
G61019,Kitzeck im Sausal,1030,709,5,704,169,245,252,9,7,13,5,1,3,0,,,,,,
G61020,Lang,1056,786,9,777,159,320,226,6,40,17,6,1,1,1,,,,,,
G61021,Lebring-Sankt Margarethen,1680,1182,5,1177,263,369,402,30,54,38,12,2,5,2,,,,,,
G61024,Oberhaag,1746,1262,17,1245,207,468,489,7,28,17,6,16,3,4,,,,,,
G61027,Ragnitz,1213,860,3,857,123,344,317,10,26,20,5,2,7,3,,,,,,
G61030,Sankt Andrä-Höch,1472,1003,13,990,173,340,409,6,29,20,2,4,4,3,,,,,,
G61032,Sankt Johann im Saggautal,1696,1156,6,1150,161,444,472,16,26,15,6,5,5,0,,,,,,
G61033,Sankt Nikolai im Sausal,1912,1231,8,1223,231,432,443,25,37,31,17,4,1,2,,,,,,
G61043,Tillmitsch,2707,1805,13,1792,423,517,705,27,67,31,8,6,7,1,,,,,,
G61045,Wagna,4559,2961,31,2930,853,745,1085,38,106,60,21,7,12,3,,,,,,
G61049,Ehrenhausen an der Weinstraße,2032,1311,12,1299,305,417,499,10,35,16,11,5,1,0,,,,,,
G61050,Gamlitz,2683,1828,11,1817,300,730,658,15,52,34,15,7,2,4,,,,,,
G61051,Gleinstätten,2356,1634,21,1613,286,587,621,20,49,27,9,5,8,1,,,,,,
G61052,Heiligenkreuz am Waasen,2230,1548,15,1533,261,523,576,24,65,50,13,5,14,2,,,,,,
G61053,Leibnitz,9426,5925,37,5888,1627,1683,1930,130,253,169,42,20,27,7,,,,,,
G61054,Leutschach an der Weinstraße,3076,2107,21,2086,235,888,835,32,38,29,14,10,4,1,,,,,,
G61055,Sankt Georgen an der Stiefing,1215,831,7,824,129,368,241,25,32,21,4,2,1,1,,,,,,
G61056,Sankt Veit in der Südsteiermark,3302,2217,9,2208,284,1050,741,21,65,28,6,5,6,2,,,,,,
G61057,Schwarzautal,1929,1322,16,1306,151,630,444,7,31,18,10,3,8,4,,,,,,
G61058,Straß in Steiermark,3693,2405,9,2396,533,753,930,28,89,33,12,5,11,2,,,,,,
G61059,Wildon,4169,2695,21,2674,641,820,903,64,120,76,26,5,15,4,,,,,,
G61099,Wahlkarten - Leibnitz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G61100,Leoben,49246,32506,244,32262,10791,7468,10533,395,1138,1108,272,70,445,42,,,,,,
G61101,Eisenerz,3674,2360,20,2340,1085,443,585,19,45,76,12,4,69,2,,,,,,
G61105,Kalwang,840,573,3,570,142,222,155,4,19,19,5,1,2,1,,,,,,
G61106,Kammern im Liesingtal,1350,925,13,912,216,331,290,8,32,20,11,1,3,0,,,,,,
G61107,Kraubath an der Mur,1103,788,3,785,216,282,219,4,35,20,4,3,1,1,,,,,,
G61108,Leoben,18967,11802,83,11719,3973,2280,3897,185,534,472,110,24,224,20,,,,,,
G61109,Mautern in Steiermark,1496,1071,6,1065,248,488,251,13,27,25,9,1,3,0,,,,,,
G61110,Niklasdorf,2025,1408,8,1400,488,247,536,16,39,42,16,7,6,3,,,,,,
G61111,Proleb,1325,922,5,917,312,235,285,5,35,27,5,2,11,0,,,,,,
G61112,Radmer,514,358,3,355,146,94,94,2,11,3,0,2,3,0,,,,,,
G61113,Sankt Michael in Obersteiermark,2490,1742,17,1725,638,371,588,18,38,41,10,4,13,4,,,,,,
G61114,Sankt Peter-Freienstein,1948,1344,8,1336,360,346,517,15,31,41,13,4,7,2,,,,,,
G61115,Sankt Stefan ob Leoben,1637,1196,9,1187,362,290,421,11,31,40,16,7,6,3,,,,,,
G61116,Traboch,1160,761,8,753,205,233,262,6,16,20,6,1,3,1,,,,,,
G61118,Vordernberg,827,572,6,566,295,63,176,4,8,8,4,1,5,2,,,,,,
G61119,Wald am Schoberpaß,490,354,5,349,102,145,85,3,3,5,4,0,2,0,,,,,,
G61120,Trofaiach,9400,6330,47,6283,2003,1398,2172,82,234,249,47,8,87,3,,,,,,
G61199,Wahlkarten - Leoben,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G61200,Liezen,63299,40385,400,39985,10871,13265,12066,618,1451,1033,312,110,183,76,,,,,,
G61203,Aigen im Ennstal,2202,1529,23,1506,320,530,520,26,48,40,13,1,5,3,,,,,,
G61204,Altaussee,1558,839,8,831,297,297,138,20,29,29,11,0,6,4,,,,,,
G61205,Altenmarkt bei Sankt Gallen,672,489,8,481,212,124,103,7,16,13,3,1,1,1,,,,,,
G61206,Ardning,1040,777,8,769,243,191,256,14,26,21,7,6,3,2,,,,,,
G61207,Bad Aussee,3746,2131,32,2099,673,715,434,61,86,76,26,3,21,4,,,,,,
G61213,Gröbming,2218,1367,14,1353,281,485,443,18,65,33,13,8,7,0,,,,,,
G61215,Grundlsee,1022,623,8,615,171,248,118,13,18,30,12,0,1,4,,,,,,
G61217,Haus,1943,1183,19,1164,188,500,379,12,47,25,8,0,4,1,,,,,,
G61222,Lassing,1451,929,20,909,197,321,321,9,35,19,2,1,1,3,,,,,,
G61236,Ramsau am Dachstein,2130,1330,12,1318,122,523,472,34,90,48,11,11,6,1,,,,,,
G61243,Selzthal,1279,846,9,837,476,120,195,4,12,19,6,2,2,1,,,,,,
G61247,Trieben,2699,1732,11,1721,733,301,562,15,30,43,8,4,22,3,,,,,,
G61251,Wildalpen,412,299,2,297,147,79,57,1,5,1,4,1,1,1,,,,,,
G61252,Wörschach,906,686,3,683,171,289,168,8,20,20,3,0,3,1,,,,,,
G61253,Admont,4095,2566,23,2543,810,710,773,63,86,68,19,2,9,3,,,,,,
G61254,Aich,982,725,3,722,89,354,241,8,15,12,2,0,1,0,,,,,,
G61255,Bad Mitterndorf,3866,2296,17,2279,524,786,755,31,95,50,18,8,10,2,,,,,,
G61256,Gaishorn am See,1113,748,7,741,231,231,216,7,19,13,14,3,6,1,,,,,,
G61257,Irdning-Donnersbachtal,3375,2222,31,2191,377,812,798,38,91,51,11,1,5,7,,,,,,
G61258,Landl,2405,1659,15,1644,729,451,354,10,50,28,12,0,8,2,,,,,,
G61259,Liezen,6027,3718,30,3688,1123,1008,1156,75,149,95,37,14,21,10,,,,,,
G61260,Michaelerberg-Pruggern,899,630,6,624,102,303,177,3,20,13,1,2,2,1,,,,,,
G61261,Mitterberg-Sankt Martin,1548,1055,10,1045,194,431,343,8,42,15,3,1,7,1,,,,,,
G61262,Öblarn,1570,995,5,990,222,358,316,10,35,29,10,6,4,0,,,,,,
G61263,Rottenmann,4118,2735,24,2711,837,752,852,48,77,91,21,6,18,9,,,,,,
G61264,Sankt Gallen,1477,1024,16,1008,342,332,274,6,23,18,7,4,1,1,,,,,,
G61265,Schladming,5111,3017,20,2997,543,1099,1023,45,160,83,17,16,4,7,,,,,,
G61266,Sölk,1251,883,6,877,155,370,295,8,20,18,4,3,2,2,,,,,,
G61267,Stainach-Pürgg,2184,1352,10,1342,362,545,327,16,42,32,9,6,2,1,,,,,,
G61299,Wahlkarten - Liezen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G61400,Murau,23425,15146,123,15023,3339,5811,4745,168,487,294,54,70,41,14,,,,,,
